UNIQUE_id,GEO_rural_urban,LONELINESS_chronic_loneliness,DEMO_age
cscs_02856,,,22.0
cscs_02857,"Small city/town (1,000-29,999 people)",,78.0
cscs_02858,,,53.0
cscs_02859,"Large urban centre (100,000+ people)",,35.0
cscs_02860,,,33.0
cscs_02863,,,26.0
cscs_02865,,,49.0
cscs_02866,,,70.0
cscs_02867,Rural area (Less than 1000 people),,61.0
cscs_02868,,,45.0
cscs_02869,"Large urban centre (100,000+ people)",,53.0
cscs_02870,,,70.0
cscs_02871,,,32.0
cscs_02872,,,39.0
cscs_02873,,,77.0
cscs_02876,,,69.0
cscs_02878,,,47.0
cscs_02879,,,35.0
cscs_02880,,,48.0
cscs_02882,Rural area (Less than 1000 people),,61.0
cscs_02883,,,68.0
cscs_02884,"Large urban centre (100,000+ people)",,68.0
cscs_02885,,,31.0
cscs_02886,,,78.0
cscs_02888,"Small city/town (1,000-29,999 people)",,35.0
cscs_02889,,,30.0
cscs_02890,,,52.0
cscs_02891,,,52.0
cscs_02892,,,56.0
cscs_02893,"Large urban centre (100,000+ people)",,54.0
cscs_02894,,,27.0
cscs_02895,,,66.0
cscs_02896,,,63.0
cscs_02897,,,22.0
cscs_02898,,,73.0
cscs_02899,,,90.0
cscs_02900,,,61.0
cscs_02901,,,28.0
cscs_02902,,,75.0
cscs_02903,,,45.0
cscs_02904,,,43.0
cscs_02905,,,59.0
cscs_02906,,,26.0
cscs_02907,,,49.0
cscs_02908,,,29.0
cscs_02909,,,20.0
cscs_02910,,,41.0
cscs_02911,"Large urban centre (100,000+ people)",,75.0
cscs_02912,"Small city/town (1,000-29,999 people)",,59.0
cscs_02914,,,29.0
cscs_02915,,,68.0
cscs_02916,,,78.0
cscs_02917,,,54.0
cscs_02918,"Small city/town (1,000-29,999 people)",,60.0
cscs_02919,Presented but no response,,18.0
cscs_02920,,,63.0
cscs_02921,,,36.0
cscs_02922,,,19.0
cscs_02923,"Large urban centre (100,000+ people)",,60.0
cscs_02924,,,37.0
cscs_02925,,,57.0
cscs_02926,,,55.0
cscs_02927,,,58.0
cscs_02928,,,44.0
cscs_02929,,,57.0
cscs_02930,"Small city/town (1,000-29,999 people)",,23.0
cscs_02931,,,69.0
cscs_02932,,,34.0
cscs_02933,,,51.0
cscs_02934,,,64.0
cscs_02935,"Large urban centre (100,000+ people)",,58.0
cscs_02936,,,34.0
cscs_02940,,,63.0
cscs_02941,,,71.0
cscs_02942,,,79.0
cscs_02943,,,56.0
cscs_02944,,,36.0
cscs_02945,,,36.0
cscs_02946,,,29.0
cscs_02947,"Large urban centre (100,000+ people)",,50.0
cscs_02949,"Large urban centre (100,000+ people)",,59.0
cscs_02951,,,54.0
cscs_02952,,,69.0
cscs_02953,,,32.0
cscs_02955,"Small city/town (1,000-29,999 people)",,76.0
cscs_02957,,,34.0
cscs_02958,"Small city/town (1,000-29,999 people)",,77.0
cscs_02959,,,57.0
cscs_02960,"Medium city/town (30,000-99,999 people)",,57.0
cscs_02961,,,33.0
cscs_02962,,,52.0
cscs_02963,,,26.0
cscs_02964,,,39.0
cscs_02965,"Large urban centre (100,000+ people)",,38.0
cscs_02966,,,51.0
cscs_02967,,,70.0
cscs_02968,"Small city/town (1,000-29,999 people)",,73.0
cscs_02969,,,49.0
cscs_02972,,,53.0
cscs_02973,,,63.0
cscs_02974,,,33.0
cscs_02975,,,65.0
cscs_02976,"Small city/town (1,000-29,999 people)",,28.0
cscs_02978,,,31.0
cscs_02980,,,49.0
cscs_02981,,,35.0
cscs_02982,,,56.0
cscs_02984,,Presented but no response,28.0
cscs_02986,,,45.0
cscs_02987,,,70.0
cscs_02988,,,26.0
cscs_02989,,,25.0
cscs_02990,,,70.0
cscs_02991,,,25.0
cscs_02992,,,41.0
cscs_02993,,,39.0
cscs_02994,"Small city/town (1,000-29,999 people)",,73.0
cscs_02995,,,37.0
cscs_02996,"Large urban centre (100,000+ people)",,59.0
cscs_02997,,,56.0
cscs_02998,,,76.0
cscs_02999,,,84.0
cscs_03000,Rural area (Less than 1000 people),,63.0
cscs_03001,,,35.0
cscs_03002,"Large urban centre (100,000+ people)",,73.0
cscs_03003,,,55.0
cscs_03004,,,64.0
cscs_03005,,,52.0
cscs_03005,"Medium city/town (30,000-99,999 people)",,54.0
cscs_03006,,,60.0
cscs_03008,Rural area (Less than 1000 people),,70.0
cscs_03009,,,61.0
cscs_03010,"Large urban centre (100,000+ people)",,30.0
cscs_03011,,,30.0
cscs_03012,,,43.0
cscs_03013,,,57.0
cscs_03014,,,57.0
cscs_03015,"Small city/town (1,000-29,999 people)",,48.0
cscs_03016,"Medium city/town (30,000-99,999 people)",,23.0
cscs_03017,"Medium city/town (30,000-99,999 people)",,37.0
cscs_03018,Rural area (Less than 1000 people),,52.0
cscs_03019,,,32.0
cscs_03020,,No,79.0
cscs_03021,,,34.0
cscs_03022,,,34.0
cscs_03023,,No,73.0
cscs_03024,"Small city/town (1,000-29,999 people)",,77.0
cscs_03025,,,28.0
cscs_03026,,,34.0
cscs_03027,,,66.0
cscs_03028,,Yes,46.0
cscs_03029,,,26.0
cscs_03031,"Large urban centre (100,000+ people)",,64.0
cscs_03032,,,32.0
cscs_03033,,,65.0
cscs_03034,,,31.0
cscs_03035,,,22.0
cscs_03036,,,35.0
cscs_03037,"Small city/town (1,000-29,999 people)",,59.0
cscs_03038,,,84.0
cscs_03039,"Medium city/town (30,000-99,999 people)",,70.0
cscs_03040,,,28.0
cscs_03042,,,26.0
cscs_03043,,,70.0
cscs_03044,,,60.0
cscs_03045,,,64.0
cscs_03046,,,36.0
cscs_03047,Rural area (Less than 1000 people),,65.0
cscs_03048,"Large urban centre (100,000+ people)",,46.0
cscs_03051,,,19.0
cscs_03052,,No,40.0
cscs_03053,,,37.0
cscs_03054,,,32.0
cscs_03055,,,22.0
cscs_03056,,,16.0
cscs_03057,,,53.0
cscs_03058,"Medium city/town (30,000-99,999 people)",,62.0
cscs_03059,,,30.0
cscs_03060,"Large urban centre (100,000+ people)",,76.0
cscs_03062,,,55.0
cscs_03064,,,45.0
cscs_03065,,,62.0
cscs_03066,"Medium city/town (30,000-99,999 people)",,33.0
cscs_03067,,,74.0
cscs_03068,,,48.0
cscs_03069,,,41.0
cscs_03070,,,55.0
cscs_03071,"Large urban centre (100,000+ people)",,35.0
cscs_03073,"Small city/town (1,000-29,999 people)",,20.0
cscs_03074,"Medium city/town (30,000-99,999 people)",,21.0
cscs_03075,,,60.0
cscs_03076,,,21.0
cscs_03077,,,25.0
cscs_03078,"Large urban centre (100,000+ people)",,65.0
cscs_03079,,,81.0
cscs_03081,"Small city/town (1,000-29,999 people)",,73.0
cscs_03082,,,23.0
cscs_03083,,,21.0
cscs_03084,Rural area (Less than 1000 people),,61.0
cscs_03085,,,56.0
cscs_03086,,,38.0
cscs_03087,"Large urban centre (100,000+ people)",,62.0
cscs_03088,,,25.0
cscs_03089,"Large urban centre (100,000+ people)",,46.0
cscs_03090,,,26.0
cscs_03091,,,37.0
cscs_03092,,,82.0
cscs_03093,"Small city/town (1,000-29,999 people)",,50.0
cscs_03094,,,42.0
cscs_03095,,,31.0
cscs_03096,,,38.0
cscs_03097,"Large urban centre (100,000+ people)",,54.0
cscs_03099,,,20.0
cscs_03100,,,31.0
cscs_03101,,,28.0
cscs_03102,,,55.0
cscs_03103,,,30.0
cscs_03104,,,30.0
cscs_03105,,,63.0
cscs_03106,,No,38.0
cscs_03107,,,30.0
cscs_03108,"Large urban centre (100,000+ people)",,60.0
cscs_03109,,,34.0
cscs_03110,,,64.0
cscs_03111,,,25.0
cscs_03112,"Large urban centre (100,000+ people)",,85.0
cscs_03114,,,28.0
cscs_03115,"Large urban centre (100,000+ people)",,40.0
cscs_03116,,,25.0
cscs_03117,,,59.0
cscs_03118,"Large urban centre (100,000+ people)",,51.0
cscs_03120,,,27.0
cscs_03122,"Large urban centre (100,000+ people)",,22.0
cscs_03123,,,21.0
cscs_03124,,,30.0
cscs_03125,"Medium city/town (30,000-99,999 people)",,26.0
cscs_03126,,No,28.0
cscs_03127,,,30.0
cscs_03129,,,40.0
cscs_03130,,,24.0
cscs_03131,"Medium city/town (30,000-99,999 people)",,32.0
cscs_03131,,,30.0
cscs_03132,,,47.0
cscs_03134,,,63.0
cscs_03135,,,66.0
cscs_03136,,,57.0
cscs_03137,,,96.0
cscs_03139,"Medium city/town (30,000-99,999 people)",,29.0
cscs_03140,,,46.0
cscs_03141,"Large urban centre (100,000+ people)",,36.0
cscs_03142,,,70.0
cscs_03143,,,49.0
cscs_03144,,,27.0
cscs_03145,"Large urban centre (100,000+ people)",,57.0
cscs_03146,,,30.0
cscs_03147,Rural area (Less than 1000 people),,72.0
cscs_03148,,,55.0
cscs_03149,,No,55.0
cscs_03151,"Large urban centre (100,000+ people)",,38.0
cscs_03152,,,31.0
cscs_03153,,,26.0
cscs_03155,,,56.0
cscs_03156,"Large urban centre (100,000+ people)",,30.0
cscs_03157,,,35.0
cscs_03158,,,22.0
cscs_03159,,,18.0
cscs_03160,"Large urban centre (100,000+ people)",,54.0
cscs_03161,,,33.0
cscs_03162,"Medium city/town (30,000-99,999 people)",,71.0
cscs_03163,,,27.0
cscs_03165,,,35.0
cscs_03166,"Large urban centre (100,000+ people)",,70.0
cscs_03167,,,62.0
cscs_03168,Rural area (Less than 1000 people),,67.0
cscs_03169,"Large urban centre (100,000+ people)",,37.0
cscs_03170,"Medium city/town (30,000-99,999 people)",,52.0
cscs_03171,,,63.0
cscs_03172,,,29.0
cscs_03173,,,64.0
cscs_03174,,,53.0
cscs_03175,,,77.0
cscs_03176,,,23.0
cscs_03177,,,36.0
cscs_03179,"Small city/town (1,000-29,999 people)",,21.0
cscs_03180,,,27.0
cscs_03181,,,29.0
cscs_03182,,,56.0
cscs_03183,"Small city/town (1,000-29,999 people)",,55.0
cscs_03184,,,63.0
cscs_03186,,,27.0
cscs_03187,"Large urban centre (100,000+ people)",,41.0
cscs_03188,"Large urban centre (100,000+ people)",,23.0
cscs_03189,"Large urban centre (100,000+ people)",,30.0
cscs_03190,"Large urban centre (100,000+ people)",,17.0
cscs_03192,,,48.0
cscs_03194,"Medium city/town (30,000-99,999 people)",,61.0
cscs_03195,,No,47.0
cscs_03198,,Yes,40.0
cscs_03199,,,38.0
cscs_03200,,,56.0
cscs_03201,"Large urban centre (100,000+ people)",,21.0
cscs_03203,,,64.0
cscs_03204,,,81.0
cscs_03205,,Yes,60.0
cscs_03206,,,32.0
cscs_03207,,,27.0
cscs_03209,"Small city/town (1,000-29,999 people)",,60.0
cscs_03210,,,38.0
cscs_03211,,,43.0
cscs_03212,,,35.0
cscs_03213,,,24.0
cscs_03214,"Small city/town (1,000-29,999 people)",,35.0
cscs_03215,,,34.0
cscs_03216,"Medium city/town (30,000-99,999 people)",,65.0
cscs_03217,,,35.0
cscs_03218,,,71.0
cscs_03219,,,33.0
cscs_03220,,No,20.0
cscs_03222,"Large urban centre (100,000+ people)",,50.0
cscs_03224,,,60.0
cscs_03225,,,73.0
cscs_03226,,,66.0
cscs_03227,,,63.0
cscs_03228,,,26.0
cscs_03229,"Medium city/town (30,000-99,999 people)",,66.0
cscs_03232,"Large urban centre (100,000+ people)",,54.0
cscs_03233,,,33.0
cscs_03234,,,74.0
cscs_03236,,,68.0
cscs_03237,,,29.0
cscs_03238,"Small city/town (1,000-29,999 people)",,33.0
cscs_03240,,,70.0
cscs_03241,"Medium city/town (30,000-99,999 people)",,62.0
cscs_03242,,,30.0
cscs_03243,,,65.0
cscs_03244,,,30.0
cscs_03245,,,31.0
cscs_03246,,,66.0
cscs_03247,,,26.0
cscs_03248,,,30.0
cscs_03249,"Medium city/town (30,000-99,999 people)",,67.0
cscs_03250,,,45.0
cscs_03251,"Large urban centre (100,000+ people)",,63.0
cscs_03252,"Small city/town (1,000-29,999 people)",,63.0
cscs_03254,,,29.0
cscs_03255,"Medium city/town (30,000-99,999 people)",,63.0
cscs_03256,,,48.0
cscs_03259,"Medium city/town (30,000-99,999 people)",,22.0
cscs_03260,"Medium city/town (30,000-99,999 people)",,50.0
cscs_03262,,,58.0
cscs_03263,,,46.0
cscs_03264,,,26.0
cscs_03265,,,71.0
cscs_03267,,,41.0
cscs_03268,,,25.0
cscs_03270,,,28.0
cscs_03271,Rural area (Less than 1000 people),,59.0
cscs_03272,,,25.0
cscs_03273,,,65.0
cscs_03274,,,33.0
cscs_03275,,,29.0
cscs_03276,,,68.0
cscs_03277,,,31.0
cscs_03278,,,27.0
cscs_03279,"Large urban centre (100,000+ people)",,24.0
cscs_03280,,,16.0
cscs_03281,,,59.0
cscs_03282,"Large urban centre (100,000+ people)",,35.0
cscs_03283,,,35.0
cscs_03284,,,35.0
cscs_03285,,,72.0
cscs_03286,"Large urban centre (100,000+ people)",,38.0
cscs_03287,,,31.0
cscs_03288,,,37.0
cscs_03291,,,24.0
cscs_03293,"Small city/town (1,000-29,999 people)",,43.0
cscs_03294,,,54.0
cscs_03295,Rural area (Less than 1000 people),,62.0
cscs_03296,"Small city/town (1,000-29,999 people)",,67.0
cscs_03297,,,25.0
cscs_03298,,,46.0
cscs_03299,,,27.0
cscs_03300,"Medium city/town (30,000-99,999 people)",,46.0
cscs_03302,,,34.0
cscs_03303,,,25.0
cscs_03304,,No,20.0
cscs_03305,,,23.0
cscs_03306,Rural area (Less than 1000 people),,52.0
cscs_03307,,,55.0
cscs_03308,,,38.0
cscs_03309,"Small city/town (1,000-29,999 people)",,77.0
cscs_03311,"Large urban centre (100,000+ people)",,73.0
cscs_03313,,,39.0
cscs_03315,,,32.0
cscs_03316,,,26.0
cscs_03318,,,22.0
cscs_03319,,,32.0
cscs_03320,,,33.0
cscs_03321,,,28.0
cscs_03323,,,21.0
cscs_03324,,,67.0
cscs_03326,,,52.0
cscs_03327,,,29.0
cscs_03328,,,75.0
cscs_03329,,,70.0
cscs_03331,,,44.0
cscs_03332,"Medium city/town (30,000-99,999 people)",,42.0
cscs_03333,,,22.0
cscs_03334,,,62.0
cscs_03336,,,36.0
cscs_03337,,,61.0
cscs_03338,,,60.0
cscs_03339,,,67.0
cscs_03340,,,28.0
cscs_03344,"Large urban centre (100,000+ people)",,33.0
cscs_03345,,,25.0
cscs_03347,"Large urban centre (100,000+ people)",,58.0
cscs_03348,"Medium city/town (30,000-99,999 people)",,56.0
cscs_03350,,,68.0
cscs_03353,Rural area (Less than 1000 people),,66.0
cscs_03354,,,66.0
cscs_03355,"Medium city/town (30,000-99,999 people)",,73.0
cscs_03357,,,28.0
cscs_03358,,,30.0
cscs_03359,"Large urban centre (100,000+ people)",,62.0
cscs_03360,"Large urban centre (100,000+ people)",,57.0
cscs_03361,,,55.0
cscs_03362,,,65.0
cscs_03363,"Large urban centre (100,000+ people)",,32.0
cscs_03364,,,22.0
cscs_03365,"Large urban centre (100,000+ people)",,53.0
cscs_03366,,,46.0
cscs_03367,"Medium city/town (30,000-99,999 people)",,28.0
cscs_03368,,,64.0
cscs_03370,,,72.0
cscs_03371,,,17.0
cscs_03372,"Large urban centre (100,000+ people)",,32.0
cscs_03374,,,62.0
cscs_03375,,,37.0
cscs_03376,,,77.0
cscs_03378,,,23.0
cscs_03379,,No,89.0
cscs_03381,"Large urban centre (100,000+ people)",,62.0
cscs_03382,,,54.0
cscs_03383,"Large urban centre (100,000+ people)",,42.0
cscs_03384,,,18.0
cscs_03385,,,70.0
cscs_03387,"Medium city/town (30,000-99,999 people)",,69.0
cscs_03389,,,66.0
cscs_03392,,,78.0
cscs_03393,,,60.0
cscs_03395,,,62.0
cscs_03396,,,33.0
cscs_03397,,,39.0
cscs_03398,,,70.0
cscs_03400,"Medium city/town (30,000-99,999 people)",,62.0
cscs_03401,,,43.0
cscs_03402,,,23.0
cscs_03403,,,54.0
cscs_03405,,,66.0
cscs_03406,"Large urban centre (100,000+ people)",,60.0
cscs_03408,,,28.0
cscs_03409,,,23.0
cscs_03410,,,53.0
cscs_03411,,,73.0
cscs_03412,,Yes,24.0
cscs_03413,,,26.0
cscs_03414,,,35.0
cscs_03415,Rural area (Less than 1000 people),,62.0
cscs_03416,,,30.0
cscs_03416,"Medium city/town (30,000-99,999 people)",,32.0
cscs_03417,,,67.0
cscs_03418,,,41.0
cscs_03420,,,65.0
cscs_03421,"Small city/town (1,000-29,999 people)",,54.0
cscs_03422,"Large urban centre (100,000+ people)",,52.0
cscs_03423,,,33.0
cscs_03424,"Medium city/town (30,000-99,999 people)",,69.0
cscs_03425,,,30.0
cscs_03426,,,66.0
cscs_03427,"Medium city/town (30,000-99,999 people)",,27.0
cscs_03428,"Large urban centre (100,000+ people)",,64.0
cscs_03429,,,26.0
cscs_03431,"Medium city/town (30,000-99,999 people)",,66.0
cscs_03432,,,35.0
cscs_03434,"Small city/town (1,000-29,999 people)",,71.0
cscs_03435,,,59.0
cscs_03436,,,26.0
cscs_03437,,,61.0
cscs_03438,,,62.0
cscs_03439,,,59.0
cscs_03441,,,25.0
cscs_03442,,,24.0
cscs_03443,"Medium city/town (30,000-99,999 people)",,74.0
cscs_03444,,,74.0
cscs_03445,"Large urban centre (100,000+ people)",,66.0
cscs_03446,,,69.0
cscs_03447,"Large urban centre (100,000+ people)",,32.0
cscs_03448,,No,33.0
cscs_03449,,,35.0
cscs_03450,"Large urban centre (100,000+ people)",,81.0
cscs_03452,,,58.0
cscs_03453,,,59.0
cscs_03454,,,83.0
cscs_03455,,,36.0
cscs_03457,,,18.0
cscs_03458,,,38.0
cscs_03459,,,31.0
cscs_03460,"Large urban centre (100,000+ people)",,26.0
cscs_03461,,,75.0
cscs_03463,,,68.0
cscs_03464,"Large urban centre (100,000+ people)",,33.0
cscs_03465,,No,69.0
cscs_03466,,,55.0
cscs_03468,"Large urban centre (100,000+ people)",,63.0
cscs_03469,,,49.0
cscs_03470,,,36.0
cscs_03471,"Large urban centre (100,000+ people)",,75.0
cscs_03472,"Small city/town (1,000-29,999 people)",,51.0
cscs_03473,"Large urban centre (100,000+ people)",,39.0
cscs_03474,"Large urban centre (100,000+ people)",,28.0
cscs_03475,,,30.0
cscs_03476,,,69.0
cscs_03477,"Large urban centre (100,000+ people)",,65.0
cscs_03478,,,40.0
cscs_03479,,,73.0
cscs_03480,,,55.0
cscs_03481,,,60.0
cscs_03482,,,56.0
cscs_03483,,,60.0
cscs_03484,,,30.0
cscs_03485,,,57.0
cscs_03486,,,68.0
cscs_03487,,,78.0
cscs_03488,,,25.0
cscs_03489,,,24.0
cscs_03490,,,50.0
cscs_03491,,,33.0
cscs_03492,,,70.0
cscs_03493,,,61.0
cscs_03494,"Large urban centre (100,000+ people)",,65.0
cscs_03495,,,38.0
cscs_03496,,,18.0
cscs_03498,,,72.0
cscs_03499,,,28.0
cscs_03500,"Medium city/town (30,000-99,999 people)",,70.0
cscs_03501,"Small city/town (1,000-29,999 people)",,43.0
cscs_03502,,,33.0
cscs_03503,,,22.0
cscs_03504,,,64.0
cscs_03505,,,65.0
cscs_03506,,No,55.0
cscs_03507,"Small city/town (1,000-29,999 people)",,68.0
cscs_03508,,No,33.0
cscs_03509,,,36.0
cscs_03513,,No,47.0
cscs_03514,"Large urban centre (100,000+ people)",,33.0
cscs_03515,"Medium city/town (30,000-99,999 people)",,23.0
cscs_03516,,,65.0
cscs_03517,,,24.0
cscs_03518,,,16.0
cscs_03519,,,20.0
cscs_03520,,,24.0
cscs_03521,Rural area (Less than 1000 people),,68.0
cscs_03522,"Medium city/town (30,000-99,999 people)",,27.0
cscs_03523,,,26.0
cscs_03525,,,68.0
cscs_03526,,,78.0
cscs_03527,,,20.0
cscs_03529,"Large urban centre (100,000+ people)",,36.0
cscs_03530,Rural area (Less than 1000 people),,21.0
cscs_03531,,,27.0
cscs_03532,"Small city/town (1,000-29,999 people)",,24.0
cscs_03534,,,32.0
cscs_03535,"Medium city/town (30,000-99,999 people)",,31.0
cscs_03536,,,23.0
cscs_03537,,,62.0
cscs_03538,"Medium city/town (30,000-99,999 people)",,28.0
cscs_03539,,,35.0
cscs_03540,,,28.0
cscs_03541,,,21.0
cscs_03542,,,25.0
cscs_03543,,,42.0
cscs_03544,,,86.0
cscs_03545,"Small city/town (1,000-29,999 people)",,69.0
cscs_03546,,,71.0
cscs_03547,,,88.0
cscs_03549,,,66.0
cscs_03550,"Large urban centre (100,000+ people)",,53.0
cscs_03552,,,23.0
cscs_03554,,,63.0
cscs_03555,,,25.0
cscs_03556,,,38.0
cscs_03557,,,61.0
cscs_03558,,,28.0
cscs_03559,,,28.0
cscs_03560,,,69.0
cscs_03561,,,22.0
cscs_03562,"Large urban centre (100,000+ people)",,64.0
cscs_03564,,,56.0
cscs_03565,,,41.0
cscs_03566,"Large urban centre (100,000+ people)",,29.0
cscs_03567,,,27.0
cscs_03568,,,25.0
cscs_03570,,,58.0
cscs_03571,,,55.0
cscs_03572,"Large urban centre (100,000+ people)",,66.0
cscs_03573,"Small city/town (1,000-29,999 people)",,67.0
cscs_03574,"Small city/town (1,000-29,999 people)",,75.0
cscs_03575,,,25.0
cscs_03576,,,40.0
cscs_03578,,,22.0
cscs_03579,"Medium city/town (30,000-99,999 people)",,28.0
cscs_03580,,,36.0
cscs_03582,,,28.0
cscs_03583,,No,29.0
cscs_03585,"Large urban centre (100,000+ people)",,60.0
cscs_03587,,,25.0
cscs_03588,"Large urban centre (100,000+ people)",,24.0
cscs_03589,"Medium city/town (30,000-99,999 people)",,28.0
cscs_03590,,,58.0
cscs_03591,,,76.0
cscs_03592,,,23.0
cscs_03593,,,27.0
cscs_03594,Rural area (Less than 1000 people),,64.0
cscs_03595,,,22.0
cscs_03596,,,20.0
cscs_03598,,,28.0
cscs_03599,"Small city/town (1,000-29,999 people)",,46.0
cscs_03600,"Medium city/town (30,000-99,999 people)",,25.0
cscs_03601,"Large urban centre (100,000+ people)",,66.0
cscs_03602,,,65.0
cscs_03604,,,33.0
cscs_03605,,,69.0
cscs_03606,,,27.0
cscs_03607,,,72.0
cscs_03608,Rural area (Less than 1000 people),,42.0
cscs_03609,,,50.0
cscs_03610,"Small city/town (1,000-29,999 people)",,61.0
cscs_03611,"Large urban centre (100,000+ people)",,49.0
cscs_03612,,,36.0
cscs_03614,,,26.0
cscs_03615,,,24.0
cscs_03616,,,28.0
cscs_03617,,,24.0
cscs_03618,"Large urban centre (100,000+ people)",,57.0
cscs_03619,,,66.0
cscs_03620,Rural area (Less than 1000 people),,46.0
cscs_03621,,,62.0
cscs_03622,,,81.0
cscs_03623,,,67.0
cscs_03624,,,57.0
cscs_03625,,,90.0
cscs_03626,,,35.0
cscs_03627,,,31.0
cscs_03628,Rural area (Less than 1000 people),,65.0
cscs_03629,,,67.0
cscs_03630,,,61.0
cscs_03632,,,39.0
cscs_03633,,,35.0
cscs_03634,,,60.0
cscs_03635,,,25.0
cscs_03636,,,55.0
cscs_03638,,,50.0
cscs_03639,,,30.0
cscs_03640,,,33.0
cscs_03641,,,61.0
cscs_03642,,Yes,24.0
cscs_03643,,,53.0
cscs_03644,,,28.0
cscs_03645,Rural area (Less than 1000 people),,49.0
cscs_03647,,,64.0
cscs_03648,"Small city/town (1,000-29,999 people)",,78.0
cscs_03650,,No,55.0
cscs_03652,,,43.0
cscs_03653,,,72.0
cscs_03654,"Large urban centre (100,000+ people)",,64.0
cscs_03655,,,47.0
cscs_03657,"Medium city/town (30,000-99,999 people)",,57.0
cscs_03658,,,23.0
cscs_03659,"Small city/town (1,000-29,999 people)",,50.0
cscs_03660,,,30.0
cscs_03661,Rural area (Less than 1000 people),,51.0
cscs_03662,"Large urban centre (100,000+ people)",,43.0
cscs_03664,Rural area (Less than 1000 people),,59.0
cscs_03665,,,81.0
cscs_03666,,No,63.0
cscs_03667,"Large urban centre (100,000+ people)",,49.0
cscs_03668,,No,77.0
cscs_03669,,,69.0
cscs_03671,"Large urban centre (100,000+ people)",,35.0
cscs_03672,,,66.0
cscs_03673,,,28.0
cscs_03674,"Large urban centre (100,000+ people)",,45.0
cscs_03676,"Large urban centre (100,000+ people)",,39.0
cscs_03678,"Large urban centre (100,000+ people)",,58.0
cscs_03679,,,27.0
cscs_03680,"Medium city/town (30,000-99,999 people)",,66.0
cscs_03681,,No,82.0
cscs_03682,,,39.0
cscs_03683,,,34.0
cscs_03684,,,44.0
cscs_03685,,Yes,27.0
cscs_03688,,,30.0
cscs_03690,Rural area (Less than 1000 people),,65.0
cscs_03691,,,28.0
cscs_03692,,,36.0
cscs_03693,,,65.0
cscs_03694,,,28.0
cscs_03695,,Yes,35.0
cscs_03696,"Medium city/town (30,000-99,999 people)",,73.0
cscs_03697,"Small city/town (1,000-29,999 people)",,33.0
cscs_03698,,,41.0
cscs_03699,,,30.0
cscs_03700,,,30.0
cscs_03701,"Small city/town (1,000-29,999 people)",,32.0
cscs_03702,,,34.0
cscs_03703,,Yes,30.0
cscs_03704,,,26.0
cscs_03705,,,21.0
cscs_03706,,,24.0
cscs_03707,,,37.0
cscs_03708,,,58.0
cscs_03709,"Large urban centre (100,000+ people)",,38.0
cscs_03710,,,30.0
cscs_03711,,,28.0
cscs_03712,,,49.0
cscs_03713,"Large urban centre (100,000+ people)",,51.0
cscs_03714,,,31.0
cscs_03715,,,31.0
cscs_03716,Rural area (Less than 1000 people),,69.0
cscs_03717,,,23.0
cscs_03718,,,32.0
cscs_03719,,,69.0
cscs_03720,"Large urban centre (100,000+ people)",,42.0
cscs_03722,,,68.0
cscs_03723,,,40.0
cscs_03724,,,30.0
cscs_03725,"Large urban centre (100,000+ people)",,40.0
cscs_03726,,,44.0
cscs_03727,"Medium city/town (30,000-99,999 people)",,62.0
cscs_03728,,,74.0
cscs_03730,"Large urban centre (100,000+ people)",,50.0
cscs_03731,"Large urban centre (100,000+ people)",,46.0
cscs_03732,Rural area (Less than 1000 people),,66.0
cscs_03733,,,56.0
cscs_03734,"Small city/town (1,000-29,999 people)",,57.0
cscs_03735,"Large urban centre (100,000+ people)",,47.0
cscs_03736,,No,55.0
cscs_03737,,,20.0
cscs_03738,,,60.0
cscs_03739,,,73.0
cscs_03740,,,26.0
cscs_03741,"Medium city/town (30,000-99,999 people)",,28.0
cscs_03742,"Large urban centre (100,000+ people)",,47.0
cscs_03743,,,33.0
cscs_03744,,,25.0
cscs_03745,,,33.0
cscs_03746,,,22.0
cscs_03747,"Large urban centre (100,000+ people)",,58.0
cscs_03748,,,62.0
cscs_03749,,,57.0
cscs_03751,,,25.0
cscs_03753,,,64.0
cscs_03755,,,53.0
cscs_03757,,,37.0
cscs_03758,,,45.0
cscs_03759,,,40.0
cscs_03760,,,33.0
cscs_03761,,,31.0
cscs_03762,,,72.0
cscs_03763,,,35.0
cscs_03764,,,30.0
cscs_03765,,,26.0
cscs_03766,,,65.0
cscs_03767,,,51.0
cscs_03768,,,38.0
cscs_03771,,,32.0
cscs_03772,,No,60.0
cscs_03773,"Large urban centre (100,000+ people)",,23.0
cscs_03775,,,45.0
cscs_03776,,,42.0
cscs_03778,,,50.0
cscs_03779,"Large urban centre (100,000+ people)",,75.0
cscs_03780,,No,47.0
cscs_03781,"Large urban centre (100,000+ people)",,40.0
cscs_03782,,,49.0
cscs_03784,"Large urban centre (100,000+ people)",,27.0
cscs_03785,"Large urban centre (100,000+ people)",,32.0
cscs_03786,,,73.0
cscs_03787,,Yes,78.0
cscs_03788,,,20.0
cscs_03789,,,26.0
cscs_03790,,,53.0
cscs_03791,,,78.0
cscs_03792,,,27.0
cscs_03794,,,35.0
cscs_03795,,,56.0
cscs_03796,,,28.0
cscs_03797,,,57.0
cscs_03801,"Medium city/town (30,000-99,999 people)",,34.0
cscs_03802,,No,25.0
cscs_03803,"Large urban centre (100,000+ people)",,60.0
cscs_03804,,,30.0
cscs_03805,,,39.0
cscs_03806,,,53.0
cscs_03809,,No,20.0
